full_path,question,answer
/kaggle/input/vrmini2/abo-images-small/images/small/5b/5b36d8bf.jpg,"Based on the image and metadata, what is the container size?",42oz
/kaggle/input/vrmini2/abo-images-small/images/small/c4/c46b6566.jpg,What phone model is this case designed for?,Vivo
/kaggle/input/vrmini2/abo-images-small/images/small/36/3654a1b2.jpg,What color is the phone case?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/c8/c8222e88.jpg,What phone model is compatible?,Vivo
/kaggle/input/vrmini2/abo-images-small/images/small/6d/6d525970.jpg,What is the case's manufacturing method?,3Dprinted
/kaggle/input/vrmini2/abo-images-small/images/small/b9/b9ded9f7.jpg,How many drawers does the bathroom cabinet have?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/3c/3cd0c48a.jpg,What color is the handbag shown in the image?,Beige
/kaggle/input/vrmini2/abo-images-small/images/small/99/99c811dc.jpg,"Based on the item weight and dimensions, how would you describe the set's portability?",Difficult
/kaggle/input/vrmini2/abo-images-small/images/small/3a/3aab1da3.jpg,What phone model is this case designed for?,Lenovo
/kaggle/input/vrmini2/abo-images-small/images/small/8d/8d94b00b.jpg,What is the case's material?,Hard
/kaggle/input/vrmini2/abo-images-small/images/small/82/829ec2ec.jpg,What style is the bed frame?,Modern
/kaggle/input/vrmini2/abo-images-small/images/small/af/aff41504.jpg,How many pillowcases are in the package?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/21/2151a923.jpg,What is the primary color of the case design?,Blue
/kaggle/input/vrmini2/abo-images-small/images/small/e0/e0eaeb8e.jpg,What celestial body is depicted in the pendant?,Moon
/kaggle/input/vrmini2/abo-images-small/images/small/16/1628cac8.jpg,What phone models does this case fit?,Redmi
/kaggle/input/vrmini2/abo-images-small/images/small/63/632074d5.jpg,What is the primary design element of this phone case?,Floral
/kaggle/input/vrmini2/abo-images-small/images/small/e3/e30b6b5e.jpg,What type of doors does the cabinet have?,Sliding
/kaggle/input/vrmini2/abo-images-small/images/small/ca/ca259249.jpg,What color is this TV mount?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/f6/f6edffa4.jpg,How many distinct color blocks are prominently visible on the phone case?,Four
/kaggle/input/vrmini2/abo-images-small/images/small/52/52d6e3b8.jpg,What phone model is this case designed for?,VivoY69
/kaggle/input/vrmini2/abo-images-small/images/small/68/6804912d.jpg,What is the dominant color of the design?,Gold
/kaggle/input/vrmini2/abo-images-small/images/small/0c/0c404723.jpg,What is the material composition of the shoe's upper?,Synthetic
/kaggle/input/vrmini2/abo-images-small/images/small/48/487f7365.jpg,"Based on the image and description, what is the dominant color?",Black
/kaggle/input/vrmini2/abo-images-small/images/small/9b/9b29d49f.jpg,What phone model is this case designed for?,iPhone
/kaggle/input/vrmini2/abo-images-small/images/small/ff/ff693dcf.jpg,How many cutouts are visible for buttons and ports on the case?,One
/kaggle/input/vrmini2/abo-images-small/images/small/8f/8fc608f9.jpg,What is the primary material of this phone case?,Silicone
/kaggle/input/vrmini2/abo-images-small/images/small/32/32489d37.jpg,"Given its dimensions and image, what is the product's primary function?",Lockout
/kaggle/input/vrmini2/abo-images-small/images/small/f8/f83251d5.jpg,What is the metal of the necklace?,Platinum
/kaggle/input/vrmini2/abo-images-small/images/small/57/57deb6a0.jpg,Is the girl on the phone case making a peace sign?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/e4/e4793e93.jpg,What phone model is compatible?,Nokia
/kaggle/input/vrmini2/abo-images-small/images/small/98/98925f50.jpg,What is the chair's dominant color?,Charcoal
/kaggle/input/vrmini2/abo-images-small/images/small/d5/d554d4f8.jpg,"Considering the image and ""Caramel"" color description, what is the shoe's approximate shade?",Beige
/kaggle/input/vrmini2/abo-images-small/images/small/0c/0cb7ca5e.jpg,What design style is depicted?,Abstract
/kaggle/input/vrmini2/abo-images-small/images/small/27/2781ff05.jpg,What is the weight capacity of this kit?,30
/kaggle/input/vrmini2/abo-images-small/images/small/42/42919a96.jpg,What phone model is this case for?,Zenfone
/kaggle/input/vrmini2/abo-images-small/images/small/99/9965a3d8.jpg,How many sections does the design of this phone case appear to have?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/7b/7b9057b9.jpg,What is the shoe's style?,Oxford
/kaggle/input/vrmini2/abo-images-small/images/small/e2/e221bdad.jpg,"Given the image and ""multi-colored"" metadata, what best describes the color scheme?",Vibrant
/kaggle/input/vrmini2/abo-images-small/images/small/12/12da8ebd.jpg,How many pairs of foot sleeves are shown in the image?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/a4/a4d87e7a.jpg,What material is the outsole made of?,TPR
/kaggle/input/vrmini2/abo-images-small/images/small/b3/b3f9e45a.jpg,What phone model is this case designed for?,Micromax
/kaggle/input/vrmini2/abo-images-small/images/small/ab/aba27cce.jpg,What is the dominant design style of the case?,Cute
/kaggle/input/vrmini2/abo-images-small/images/small/f5/f58122fa.jpg,What is the brand of the shoe?,Find.
/kaggle/input/vrmini2/abo-images-small/images/small/39/39e2cb71.jpg,Is the ottoman square or rectangular?,Square
/kaggle/input/vrmini2/abo-images-small/images/small/f8/f8056853.jpg,"Based on the image and ""contemporary medallion floral"" description, what design style best fits the rug?",Bohemian
/kaggle/input/vrmini2/abo-images-small/images/small/9d/9d150f27.jpg,Is the case made of silicone?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/31/31bf0ef1.jpg,Are these sandals open or closed-toe?,Open
/kaggle/input/vrmini2/abo-images-small/images/small/e9/e98a8b44.jpg,What message is printed on the phone case?,Keep Calm
/kaggle/input/vrmini2/abo-images-small/images/small/65/65fb136c.jpg,What color is the bow on the dog's head?,Pink
/kaggle/input/vrmini2/abo-images-small/images/small/17/170ec2a7.jpg,What is the primary color of the fabric swatch?,Slate
/kaggle/input/vrmini2/abo-images-small/images/small/e5/e56743b0.jpg,What is the dominant color of this low-height LCD cabinet?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/c4/c44c5a86.jpg,How many buttons are visible on the game controller shown in the image?,8
/kaggle/input/vrmini2/abo-images-small/images/small/17/170d60e7.jpg,Does the product claim to support a healthy immune system?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/cc/cc67fbe8.jpg,Can this lamp be powered by a battery?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/f6/f6cbe70d.jpg,Does the scarf appear to have a noticeable pattern?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/a3/a39e2747.jpg,What sport is this backpack designed for?,Baseball
/kaggle/input/vrmini2/abo-images-small/images/small/9d/9ddaa0d6.jpg,"Based on the image and metadata, what is the shape of these AmazonBasics LED bulbs?",A19
/kaggle/input/vrmini2/abo-images-small/images/small/0b/0bb1b23c.jpg,What phone model is this case designed for?,Oppo
/kaggle/input/vrmini2/abo-images-small/images/small/be/befeb80d.jpg,What is the primary color of the mat?,Red
/kaggle/input/vrmini2/abo-images-small/images/small/e0/e023e72d.jpg,How many keys are included with this door handle set?,Four
/kaggle/input/vrmini2/abo-images-small/images/small/a9/a90bbfab.jpg,What is the primary material of this hat?,Cotton
/kaggle/input/vrmini2/abo-images-small/images/small/08/0824a54c.jpg,What is the chair's approximate weight?,Light
/kaggle/input/vrmini2/abo-images-small/images/small/61/61653930.jpg,What color are the flowers on the phone case?,Blue
/kaggle/input/vrmini2/abo-images-small/images/small/9b/9b4d2d7d.jpg,What Apple devices is this compatible with?,iPhone
/kaggle/input/vrmini2/abo-images-small/images/small/ec/eca8f993.jpg,What is the primary color of the shower curtain hook?,Silver
/kaggle/input/vrmini2/abo-images-small/images/small/28/28afe463.jpg,What design style is depicted on the case?,Antique
/kaggle/input/vrmini2/abo-images-small/images/small/6d/6d0829ef.jpg,"Given the metadata, what is the color of the shoe rack?",Silver
/kaggle/input/vrmini2/abo-images-small/images/small/aa/aa085f97.jpg,Is the phone case design primarily focused on a single object or multiple elements?,Multiple
/kaggle/input/vrmini2/abo-images-small/images/small/99/9965a3d8.jpg,What are the main colors of the phone case?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/24/2456947b.jpg,What material is the case made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/50/50a491ad.jpg,Is the case slim?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/6e/6ec60e03.jpg,What material is this phone case made of?,Silicon
/kaggle/input/vrmini2/abo-images-small/images/small/f4/f40aba9c.jpg,How many LED light bulbs are shown in the image?,10
/kaggle/input/vrmini2/abo-images-small/images/small/67/67bb6959.jpg,What is the brand of this rice?,Vedaka
/kaggle/input/vrmini2/abo-images-small/images/small/60/60b710b5.jpg,What design aesthetic best describes the case?,Abstract
/kaggle/input/vrmini2/abo-images-small/images/small/7d/7d9e819a.jpg,What pattern is on the tie?,Dots
/kaggle/input/vrmini2/abo-images-small/images/small/af/afe4729e.jpg,Is this case designed for a Redmi Y3 phone?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/28/28d1a187.jpg,What color is the frame of the mirror?,Brown
/kaggle/input/vrmini2/abo-images-small/images/small/3e/3e7947a9.jpg,What shape of fire pit is this cover designed for?,Rectangular
/kaggle/input/vrmini2/abo-images-small/images/small/e4/e4b1c1a1.jpg,What is the primary material of these hangers?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/65/6505480b.jpg,"Considering the weight and material, what is the case's feel?",Slim
/kaggle/input/vrmini2/abo-images-small/images/small/54/54b9f1aa.jpg,What material is the case made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/d1/d14a3d97.jpg,Quantity?,Twelve
/kaggle/input/vrmini2/abo-images-small/images/small/96/96b5df9b.jpg,What is the phone model this case fits?,J2Core
/kaggle/input/vrmini2/abo-images-small/images/small/ce/ce8f7537.jpg,How many throw pillows are visible in the image?,Three
/kaggle/input/vrmini2/abo-images-small/images/small/69/69e5a307.jpg,"Based on the image and metadata, what is the dominant design element?",Flowers
/kaggle/input/vrmini2/abo-images-small/images/small/23/238527e7.jpg,What is the primary manufacturing method?,3D
/kaggle/input/vrmini2/abo-images-small/images/small/0e/0e9eb6e8.jpg,How many visible hoses are attached to the pump?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/1e/1e576363.jpg,What color is the power bank?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/39/39517fe8.jpg,"Considering the image and metadata, what is the phone model compatibility?",Redmi
/kaggle/input/vrmini2/abo-images-small/images/small/bd/bdcf8aa0.jpg,"Considering the metadata, what phone model is this case for?",Vivo
/kaggle/input/vrmini2/abo-images-small/images/small/1a/1a2a7d51.jpg,Is this phone case compatible with an iPhone 6s Plus?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/64/64f9f4eb.jpg,"Given the image and metadata, what material are the spoons made of?",Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/8a/8aa7b1b0.jpg,What is the tie's primary material?,Silk
/kaggle/input/vrmini2/abo-images-small/images/small/1c/1cb970a1.jpg,Is the phone case design primarily in color or monochrome?,Monochrome
/kaggle/input/vrmini2/abo-images-small/images/small/dd/ddd6f534.jpg,How many butterflies are visible on the phone case?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/29/2979a70c.jpg,What color is the background of the phone case?,Orange
/kaggle/input/vrmini2/abo-images-small/images/small/af/af51dcb8.jpg,Material?,Leather
/kaggle/input/vrmini2/abo-images-small/images/small/99/99c521ce.jpg,Is this a square or round waffle maker?,Round
/kaggle/input/vrmini2/abo-images-small/images/small/86/863ce41d.jpg,Clasp?,Lobster
/kaggle/input/vrmini2/abo-images-small/images/small/67/675b3f6e.jpg,What phone model is this case designed for?,Honor7A
/kaggle/input/vrmini2/abo-images-small/images/small/62/62503162.jpg,What colors are predominantly used in the phone case design?,Multicolored
/kaggle/input/vrmini2/abo-images-small/images/small/7f/7f02345d.jpg,What design is featured on the case?,Lanterns
/kaggle/input/vrmini2/abo-images-small/images/small/ba/ba9d2fdd.jpg,Does the case have cutouts for the phone's buttons and ports?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/3d/3d9de850.jpg,What is the primary material of the hook (based on visual appearance)?,Metal
/kaggle/input/vrmini2/abo-images-small/images/small/87/87c11ce5.jpg,How many cushion covers are shown in the image?,Four
/kaggle/input/vrmini2/abo-images-small/images/small/17/1770d7a5.jpg,What is the primary color of the shoe?,Red
/kaggle/input/vrmini2/abo-images-small/images/small/ab/ab50d03f.jpg,What is the total number of trash bags in the image?,80
/kaggle/input/vrmini2/abo-images-small/images/small/49/499141db.jpg,"Considering the image and metadata, what is the dominant color of the phone case?",Pink
/kaggle/input/vrmini2/abo-images-small/images/small/b7/b77e45db.jpg,What phone model is this case designed for?,Vivo U20
/kaggle/input/vrmini2/abo-images-small/images/small/1f/1feabb33.jpg,Is the phone case design primarily abstract or realistic?,Abstract
/kaggle/input/vrmini2/abo-images-small/images/small/29/29af41f2.jpg,Is the case compatible with the Coolpad Note 3 Lite?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/b0/b0c12e3b.jpg,Is the background of the artwork a solid color or a texture?,Texture
/kaggle/input/vrmini2/abo-images-small/images/small/21/2151a923.jpg,What letter is prominently displayed on the case?,F
/kaggle/input/vrmini2/abo-images-small/images/small/35/35bdded8.jpg,What material is the case made of?,Silicone
/kaggle/input/vrmini2/abo-images-small/images/small/9f/9f04ccbb.jpg,What phone model is compatible?,A50s
/kaggle/input/vrmini2/abo-images-small/images/small/78/789d0252.jpg,What is the primary material of the moccasins?,Synthetic
/kaggle/input/vrmini2/abo-images-small/images/small/03/03b9ac4f.jpg,What is the apparent material of the shoe?,Suede
/kaggle/input/vrmini2/abo-images-small/images/small/5b/5b9ea64f.jpg,What phone model is this case designed for?,Realme
/kaggle/input/vrmini2/abo-images-small/images/small/4a/4ae17f2f.jpg,What animal is depicted on the phone case?,Dog
/kaggle/input/vrmini2/abo-images-small/images/small/1a/1a69278e.jpg,What material is the case made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/83/835d8f72.jpg,What is the handbag's primary material?,Leather
/kaggle/input/vrmini2/abo-images-small/images/small/c2/c21edc3f.jpg,"Considering the weight (148 lbs) and the ""no assembly required"" detail, what is a key characteristic of this product?",Sturdy
/kaggle/input/vrmini2/abo-images-small/images/small/12/129cce87.jpg,What is the product's brand?,AmazonBasics
